stackid,respid,party,votech,stacked_votech,ptv,lr_dist,age_cont_yhat,age_dich_yhat,socdem_dich_yhat,socdem_cont_yhat,gndr,age
12786-1504,12786,1504,,0,0,0.0067688378033206,0.436005761289853,0.149570917258289,0.16924664211222,0.438818334887635,2,34
12786-1505,12786,1505,,0,,0.160231432282442,,0.0160893515497411,0.0125423753391473,,2,34
12786-1506,12786,1506,,0,0.5,,0.32295371687376,0.0574169476291933,0.0267422491230911,0.306828147124695,2,34
12786-1507,12786,1507,,0,0.5,0.320974450386215,0.304715816140254,0.0332669930693431,0.0275316580025256,0.308583930581842,2,34
12792-1501,12792,1501,,0,0,0.200403177991225,0.361183854450934,0.133118421423274,0.107356591516242,0.308811130059577,2,32
12792-1502,12792,1502,,0,0,0.151859748874674,0.290242455099106,0.044170211034226,0.0366363303064077,0.279969999802784,2,32
12792-1503,12792,1503,,0,0,0.23936170212766,0.433365084833041,0.212151349193679,0.215426447721543,0.483829944777162,2,32
12792-1504,12792,1504,,0,0,0.0067688378033206,0.441639882799646,0.148725754192547,0.168870273569253,0.445451412551625,2,32
12792-1505,12792,1505,,0,0.7,0.284213012162003,0.265902290336357,0.0155856624060346,0.0121584646145637,0.251678186897678,2,32
12792-1506,12792,1506,,0,0,0.0127328776303445,0.329672752978361,0.0598380026980319,0.0272751850923761,0.312434980163745,2,32
12792-1507,12792,1507,,0,0,0.209863339275104,0.304927131657712,0.0325134177132245,0.0267360339258582,0.308811746102147,2,32
12794-1501,12794,1501,1504,0,0.8,0.0218190442309972,0.353046766408822,0.141448396049255,0.116488919728233,0.307892303260124,2,38
12794-1502,12794,1502,1504,0,0,0.29258469556977,0.280054070764506,0.0425303792823003,0.0341797390990458,0.268803058392129,2,38
12794-1503,12794,1503,1504,0,0,0.205082742316785,0.435933379131104,0.222491631611853,0.221241561284239,0.480667202363368,2,38
12794-1504,12794,1504,1504,1,1,0.0067688378033206,0.424737518270268,0.151273114688061,0.170001382521315,0.425552179559654,2,38
12794-1505,12794,1505,1504,0,0.6,0.160231432282442,0.250593604853471,0.0171452302314742,0.013346449733001,0.239229998147316,2,38
12794-1506,12794,1506,1504,0,0.6,0.123843988741456,0.309515644664559,0.0528484326189186,0.0257065928346697,0.295614481046594,2,38
12794-1507,12794,1507,1504,0,0,0.234581105169341,0.304293185105339,0.0348250461127748,0.0291924894071415,0.308128299541233,2,38
12795-1501,12795,1501,,0,,,,0.133118421423274,0.1488363953553,,2,32
12795-1502,12795,1502,,0,,,,0.044170211034226,0.049933082259199,,2,32
12795-1503,12795,1503,,0,,,,0.212151349193679,0.182217148976772,,2,32
12795-1504,12795,1504,,0,,,,0.148725754192547,0.147158796280634,,2,32
12795-1505,12795,1505,,0,,,,0.0155856624060346,0.0102648383516694,,2,32
12795-1506,12795,1506,,0,,,,0.0598380026980319,0.071460664178191,,2,32
12795-1507,12795,1507,,0,,,,0.0325134177132245,0.0383437505624021,,2,32
12796-1501,12796,1501,1504,0,0,0.132930155342108,0.354402947749174,0.140030451741526,0.158804035100899,0.368377085146986,2,37
12796-1502,12796,1502,1504,0,0,0.29258469556977,0.281752134820273,0.0427995865222678,0.0471640669803281,0.271659629154905,2,37
12796-1503,12796,1503,1504,0,0.4,0.205082742316785,0.435505330081427,0.220743572766468,0.186486770700909,0.400506375416053,2,37
12796-1504,12796,1504,1504,1,1,0.10434227330779,0.427554579025164,0.150846078655967,0.148001406019069,0.416174398137458,2,37
12796-1505,12796,1505,1504,0,0,0.160231432282442,0.253145052433952,0.0168750442098448,0.0110958858953664,0.296942842969236,2,37
12796-1506,12796,1506,1504,0,0,0.457177322074789,0.312875162716859,0.0539573140704225,0.0681686844852511,0.36583576291641,2,37
12796-1507,12796,1507,1504,0,0,0.234581105169341,0.304398842864067,0.0344290610592121,0.0412211009647616,0.283381421397719,2,37
12797-1501,12797,1501,1501,1,0.8,0.0892920668801138,0.347622041047414,0.147240422413023,0.122945789135921,0.307279752060489,2,42
12797-1502,12797,1502,1501,0,0,0.151859748874674,0.27326181454144,0.0414696479395143,0.032631099403529,0.261358430785025,2,42
12797-1503,12797,1503,1501,0,0,0.205082742316785,0.437645575329813,0.229582379794626,0.225180275164014,0.478558707420838,2,42
12797-1504,12797,1504,1501,0,0,0.215453384418902,0.413469275250682,0.152991199053394,0.170758796819542,0.412286024231673,2,42
12797-1505,12797,1505,1501,0,0.8,0.173101901050891,0.240387814531547,0.0182691153120438,0.0142013308779342,0.230931205647076,2,42
12797-1506,12797,1506,1501,0,0,0.123843988741456,0.296077572455357,0.048624670315879,0.0247100264569418,0.284400814968493,2,42
12797-1507,12797,1507,1501,0,0,0.234581105169341,0.303870554070423,0.0364533186868253,0.0309503208477617,0.307672668500624,2,42
12799-1501,12799,1501,1503,0,0.3,0.244041266453219,0.336772590324599,0.1594120850338,0.10913416470678,0.277374472527793,2,50
12799-1502,12799,1502,1503,0,0.5,0.485193082208008,0.259677302095308,0.0394236492287227,0.0472712318370507,0.259298119025577,2,50
12799-1503,12799,1503,1503,1,0.6,0.461583924349882,0.441069967727231,0.244234446057336,0.339383411232033,0.573276425989467,2,50
12799-1504,12799,1504,1503,0,0.4,0.228991060025543,0.390932789211511,0.156475302650567,0.111218703995384,0.463337364332081,2,50
12799-1505,12799,1505,1503,0,0.2,0.173101901050891,0.219976233887698,0.0207379662401494,0.0219537882437565,0.244299378645598,2,50
12799-1506,12799,1506,1503,0,0.1,0.209489344591878,0.269201428036953,0.0411200225903051,0.0336160630229425,0.29965812920314,2,50
12799-1507,12799,1507,1503,0,0.2,0.654307783719548,0.303025292000593,0.0399322256325099,0.0175860427709991,0.282923748518926,2,50
12805-1501,12805,1501,1504,0,0,0.355152377564331,0.355759129089526,0.13862442650693,0.156768110570667,0.368530222946895,2,36
12805-1502,12805,1502,1504,0,0,0.29258469556977,0.283450198876039,0.0430704211275271,0.0477059347870637,0.273520786056681,2,36
12805-1503,12805,1503,1504,0,0,0.205082742316785,0.43507728103175,0.219005379415277,0.185626720565377,0.401033499151685,2,36
12805-1504,12805,1504,1504,1,1,,0.43037163978006,0.150420034473048,0.14783256575844,0.419490936969453,2,36
12805-1505,12805,1505,1504,0,0,0.160231432282442,0.255696500014433,0.0166090440093648,0.0109245183352929,0.299017541094297,2,36
12805-1506,12805,1506,1504,0,0,0.4317115668141,0.316234680769159,0.055088109155423,0.0688156337236673,0.368639179435935,2,36
12805-1507,12805,1507,1504,0,0,0.876530005941771,0.304504500622796,0.0340374198442204,0.040629565024038,0.283495329157871,2,36
12809-1501,12809,1501,1503,0,0,0.200403177991225,0.342197315686006,0.153227292079604,0.129708013720381,0.306667200860853,2,46
12809-1502,12809,1502,1503,0,0,0.0407486377635631,0.266469558318374,0.0404342546140829,0.0311503634917765,0.253913803177922,2,46
12809-1503,12809,1503,1503,1,1,0.205082742316785,0.439357771528522,0.236830274272306,0.229168474568574,0.476450212478309,2,46
12809-1504,12809,1504,1503,0,0,0.0067688378033206,0.402201032231097,0.154725239262058,0.171518888310187,0.399019868903692,2,46
12809-1505,12809,1505,1503,0,0,0.160231432282442,0.230182024209623,0.019465213008142,0.0151101311996908,0.222632413146835,2,46
12809-1506,12809,1506,1503,0,0,0.123843988741456,0.282639500246155,0.0447225408648057,0.0237511521160244,0.273187148890393,2,46
12809-1507,12809,1507,1503,0,0,0.0987522281639929,0.303447923035508,0.0381547128614,0.0328104230963585,0.307217037460015,2,46
12810-1501,12810,1501,,0,0.3,0.0892920668801138,0.36525239847199,0.129111343235042,0.143107243723301,0.369602187546257,2,29
12810-1502,12810,1502,,0,0.2,0.181473584458659,0.295336647266405,0.0450125787512488,0.05166772569121,0.286548884369113,2,29
12810-1503,12810,1503,,0,0.8,0.0171394799054373,0.43208093768401,0.207114564357952,0.179692053043698,0.404723365301112,2,29
12810-1504,12810,1504,,0,0.7,0.0067688378033206,0.450091065064335,0.14746540403443,0.146655138234881,0.44270670879342,2,29
12810-1505,12810,1505,,0,0.8,0.0619907899397804,0.2735566330778,0.0148590952985466,0.00979609392363115,0.313540427969718,2,29
12810-1506,12810,1506,,0,0.5,0.234955099852567,0.339751307135263,0.0636493258052892,0.0735056927791299,0.388263095072612,2,29
12810-1507,12810,1507,,0,0.2,0.0123588829471183,0.305244104933898,0.0314139039583732,0.0367109419022596,0.284292683478937,2,29
12811-1501,12811,1501,1506,0,0.6,0.0218190442309972,0.348978222387766,0.145774274541194,0.167162618695434,0.367764533947351,2,41
12811-1502,12811,1502,1506,0,0,0.29258469556977,0.274959878597207,0.0417324336463305,0.0450545679723628,0.264215001547802,2,41
12811-1503,12811,1503,1506,0,0,0.205082742316785,0.437217526280136,0.227794932787787,0.189957676205345,0.398397880473523,2,41
12811-1504,12811,1504,1506,0,0,,0.416286336005579,0.15256018476697,0.148678360842122,0.402908242809477,2,41
12811-1505,12811,1505,1506,0,0.4,0.160231432282442,0.242939262112028,0.0179815423819498,0.0118083367693834,0.288644050468996,2,41
12811-1506,12811,1506,1506,1,0.7,,0.299437090507657,0.0496495732085807,0.0656368894179907,0.354622096838309,2,41
12811-1507,12811,1507,1506,0,0,0.234581105169341,0.303976211829152,0.0360395103715051,0.0436706555621319,0.282925790357109,2,41
12814-1501,12814,1501,,0,0.8,0.311514289102336,0.348978222387766,0.145774274541194,0.121303287617537,0.307432889860397,2,41
12814-1502,12814,1502,,0,0.8,0.151859748874674,0.274959878597207,0.0417324336463305,0.0330117827801923,0.263219587686801,2,41
12814-1503,12814,1503,,0,0.8,0.128250591016548,0.437217526280136,0.227794932787787,0.224190953750327,0.479085831156471,2,41
12814-1504,12814,1504,,0,0.7,0.10434227330779,0.416286336005579,0.15256018476697,0.170569192386316,0.415602563063668,2,41
12814-1505,12814,1505,,0,0.4,0.728657456606447,0.242939262112028,0.0179815423819498,0.0139826802218438,0.233005903772136,2,41
12814-1506,12814,1506,,0,0.7,0.457177322074789,0.299437090507657,0.0496495732085807,0.0249555805786443,0.287204231488019,2,41
12814-1507,12814,1507,,0,0.7,0.0987522281639929,0.303976211829152,0.0360395103715051,0.0305014850136807,0.307786576260776,2,41
12817-1501,12817,1501,,0,0,0.355152377564331,0.354402947749174,0.140030451741526,0.114921376273324,0.308045441060033,2,37
12817-1502,12817,1502,,0,0,0.29258469556977,0.281752134820273,0.0427995865222678,0.0345778435465222,0.270664215293905,2,37
12817-1503,12817,1503,,0,0,0.205082742316785,0.435505330081427,0.220743572766468,0.220264625142091,0.481194326099,2,37
12817-1504,12817,1504,,0,1,,0.427554579025164,0.150846078655967,0.169812446872143,0.428868718391649,2,37
12817-1505,12817,1505,,0,0,,0.253145052433952,0.0168750442098448,0.0131407857934317,0.241304696272377,2,37
12817-1506,12817,1506,,0,0,,0.312875162716859,0.0539573140704225,0.0259617866418737,0.298417897566119,2,37
12817-1507,12817,1507,,0,0,0.234581105169341,0.304398842864067,0.0344290610592121,0.0287683885407799,0.308242207301385,2,37
12821-1501,12821,1501,1503,0,0.8,0.0892920668801138,0.353046766408822,0.141448396049255,0.116488919728233,0.307892303260124,2,38
12821-1502,12821,1502,1503,0,0.3,0.374081971096896,0.280054070764506,0.0425303792823003,0.0341797390990458,0.268803058392129,2,38
12821-1503,12821,1503,1503,1,1,0.0939716312056738,0.435933379131104,0.222491631611853,0.221241561284239,0.480667202363368,2,38
12821-1504,12821,1504,1503,0,0.8,0.215453384418902,0.424737518270268,0.151273114688061,0.170001382521315,0.425552179559654,2,38
12821-1505,12821,1505,1503,0,0.6,0.395324123273114,0.250593604853471,0.0171452302314742,0.013346449733001,0.239229998147316,2,38
12821-1506,12821,1506,1503,0,0.5,0.234955099852567,0.309515644664559,0.0528484326189186,0.0257065928346697,0.295614481046594,2,38
12821-1507,12821,1507,1503,0,0.1,0.543196672608437,0.304293185105339,0.0348250461127748,0.0291924894071415,0.308128299541233,2,38
12822-1501,12822,1501,1503,0,0,0.355152377564331,0.366608579812341,0.127798662168591,0.141238769261615,0.369755325346165,2,28
12822-1502,12822,1502,1503,0,0.9,0.0407486377635631,0.297034711322172,0.0452967544230645,0.0522584981877325,0.288410041270889,2,28
12822-1503,12822,1503,1503,1,1,0.128250591016548,0.431652888634333,0.205455394315381,0.178856449676614,0.405250489036744,2,28
12822-1504,12822,1504,1503,0,0,0.562324393358876,0.452908125819231,0.147047254643029,0.146487569738326,0.446023247625415,2,28
12822-1505,12822,1505,1503,0,0,0.160231432282442,0.276108080658281,0.0146243996664724,0.00964460488576526,0.315615126094778,2,28
12822-1506,12822,1506,1503,0,0,0.320600455702989,0.343110825187563,0.0649692894147576,0.0741992592916126,0.391066511592137,2,28
12822-1507,12822,1507,1503,0,0.1,0.209863339275104,0.305349762692627,0.0310554579571499,0.0361816857429182,0.284406591239089,2,28
12824-1501,12824,1501,,0,0,0.200403177991225,0.348978222387766,0.145774274541194,0.167162618695434,0.367764533947351,2,41
12824-1502,12824,1502,,0,0,0.29258469556977,0.274959878597207,0.0417324336463305,0.0450545679723628,0.264215001547802,2,41
12824-1503,12824,1503,,0,0,0.205082742316785,0.437217526280136,0.227794932787787,0.189957676205345,0.398397880473523,2,41
12824-1504,12824,1504,,0,0,0.0067688378033206,0.416286336005579,0.15256018476697,0.148678360842122,0.402908242809477,2,41
12824-1505,12824,1505,,0,0,0.160231432282442,0.242939262112028,0.0179815423819498,0.0118083367693834,0.288644050468996,2,41
12824-1506,12824,1506,,0,0,,0.299437090507657,0.0496495732085807,0.0656368894179907,0.354622096838309,2,41
12824-1507,12824,1507,,0,0,0.234581105169341,0.303976211829152,0.0360395103715051,0.0436706555621319,0.282925790357109,2,41
12830-1501,12830,1501,1503,0,0.2,0.0218190442309972,0.327279320942135,0.170720109081349,0.149947060763622,0.304982685061856,2,57
12830-1502,12830,1502,1503,0,0.7,0.181473584458659,0.247790853704942,0.0377131141294591,0.0274061437574611,0.233441077258387,2,57
12830-1503,12830,1503,1503,1,0.8,0.0171394799054373,0.444066311074971,0.257564098395041,0.24039018297239,0.470651851386352,2,57
12830-1504,12830,1504,1503,0,0.4,0.0067688378033206,0.371213363927237,0.15957666608479,0.173622970518175,0.362537941751745,2,57
12830-1505,12830,1505,1503,0,0.3,0.160231432282442,0.202116100824331,0.0231639873056931,0.0179148838760843,0.199810733771172,2,57
12830-1506,12830,1506,1503,0,0.2,,0.24568480167085,0.035474326423937,0.021297698276373,0.242349567175615,2,57
12830-1507,12830,1507,1503,0,0.7,0.0987522281639929,0.302285687689491,0.0432353893775094,0.0384988777760998,0.305964052098339,2,57
12831-1501,12831,1501,,0,0.8,0.0218190442309972,0.331347864963191,0.165797638625024,0.144182398430811,0.305442098461583,2,54
12831-1502,12831,1502,,0,0,0.29258469556977,0.252885045872242,0.0384372909117307,0.0283815936720902,0.239024547963715,2,54
12831-1503,12831,1503,,0,0,0.205082742316785,0.44278216392594,0.251793726115297,0.237292861699727,0.472233222593249,2,54
12831-1504,12831,1504,,0,0.6,0.117879948914432,0.379664546191926,0.158241454936603,0.173047115812618,0.372487558247731,2,54
12831-1505,12831,1505,,0,0.7,0.0619907899397804,0.209770443565774,0.0220920647626732,0.0171028363496372,0.206034828146353,2,54
12831-1506,12831,1506,,0,,,,0.0377962149760767,0.0219411074650678,,2,54
12831-1507,12831,1507,,0,0,0.123469994058229,0.302602660965677,0.0417889495812079,0.0368597164644572,0.306305775378796,2,54
12834-1501,12834,1501,1501,1,0.9,0.0218190442309972,0.357115310429878,0.137230266124397,,,2,35
12834-1502,12834,1502,1501,0,0,0.0407486377635631,0.285148262931806,0.0433428919627775,,,2,35
12834-1503,12834,1503,1501,0,0,0.205082742316785,0.434649231982073,0.217277056767024,,,2,35
12834-1504,12834,1504,1501,0,0.5,0.10434227330779,0.433188700534957,0.149994981041658,,,2,35
12834-1505,12834,1505,1501,0,0.5,0.728657456606447,0.258247947594914,0.0163471670331053,,,2,35
12834-1506,12834,1506,1501,0,0.5,0.123843988741456,0.31959419882146,0.0562411937184714,,,2,35
12834-1507,12834,1507,1501,0,0,0.234581105169341,0.304610158381525,0.0336500784113208,,,2,35
12836-1501,12836,1501,1501,1,1,0.0892920668801138,0.370677123833397,0.123928824722907,0.135755427854693,0.370214738745892,2,25
12836-1502,12836,1502,1501,0,0,0.0407486377635631,0.302128903489472,0.0461595688567846,0.0540693276122886,0.293993511976216,2,25
12836-1503,12836,1503,1501,0,0,0.205082742316785,0.430368741485301,0.200537116984256,0.176367881195915,0.406831860243641,2,25
12836-1504,12836,1504,1501,0,0,0.10434227330779,0.46135930808392,0.145798692447358,0.145985815754499,0.455972864121401,2,25
12836-1505,12836,1505,1501,0,0.8,0.160231432282442,0.283762423399724,0.0139420097199439,0.00920392006806427,0.321839220469959,2,25
12836-1506,12836,1506,1501,0,0.8,0.234955099852567,0.353189379344465,0.069083429065017,0.0763162184077554,0.399476761150713,2,25
12836-1507,12836,1507,1501,0,0,0.0987522281639929,0.305666735968813,0.0300037193420827,0.0346376290552459,0.284748314519546,2,25
12837-1501,12837,1501,,0,0,0.0892920668801138,0.325923139601783,0.172386521579693,0.214470604369447,0.363063671303318,1,58
12837-1502,12837,1502,,0,1,0.0407486377635631,0.246092789649175,0.0374746479842287,0.0499942829905385,0.259535112159085,1,58
12837-1503,12837,1503,,0,0,0.23936170212766,0.444494360124648,0.259506635874499,0.245280647270692,0.377096690906202,1,58
12837-1504,12837,1504,,0,0,0.228991060025543,0.368396303172341,0.160023760171087,0.157915042849917,0.357497875759888,1,58
12837-1505,12837,1505,,0,0,0.160231432282442,0.19956465324385,0.023532455273355,0.0234594849676856,0.203463995772752,1,58
12837-1506,12837,1506,,0,,,,0.0347313454797522,0.0542126319257329,,1,58
12837-1507,12837,1507,,0,0,0.234581105169341,0.302180029930762,0.0437280732568609,0.0601605101190336,0.3010629854923,1,58
12840-1501,12840,1501,,0,0.4,0.0892920668801138,0.334060227643895,0.162579599599843,0.191956869289605,0.366080018148354,2,52
12840-1502,12840,1502,,0,0,0.29258469556977,0.256281173983775,0.038927472631856,0.0397075823459176,0.243742275628267,2,52
12840-1503,12840,1503,,0,0.1,0.0939716312056738,0.441926065826585,0.24799478260294,0.199756914415699,0.392599519381567,2,52
12840-1504,12840,1504,,0,0.7,0.0067688378033206,0.385298667701719,0.157356363638583,0.150553167468227,0.36642631565753,2,52
12840-1505,12840,1505,,0,0.6,0.0491203211713308,0.214873338726736,0.0214045443115723,0.0140089256831183,0.265822371093333,2,52
12840-1506,12840,1506,,0,0.2,0.346066210963678,0.262482391932352,0.0394245421534123,0.0591187233950962,0.323784515123532,2,52
12840-1507,12840,1507,,0,0.1,0.123469994058229,0.302813976483135,0.0408504891770483,0.0511424242241047,0.281672804995434,2,52
12843-1501,12843,1501,,0,0.4,0.0892920668801138,0.36525239847199,0.129111343235042,0.103030846416484,0.309270543459303,2,29
12843-1502,12843,1502,,0,0,0.818526415541341,0.295336647266405,0.0450125787512488,0.0379274933291001,0.285553470508112,2,29
12843-1503,12843,1503,,0,0.2,0.683806146572104,0.43208093768401,0.207114564357952,0.212560767109408,0.485411315984059,2,29
12843-1504,12843,1504,,0,0.2,0.340102171136654,0.450091065064335,0.14746540403443,0.168306971638989,0.455401029047611,2,29
12843-1505,12843,1505,,0,0.3,0.173101901050891,0.2735566330778,0.0148590952985466,0.0116042614925406,0.257902281272858,2,29
12843-1506,12843,1506,,0,,0.320600455702989,,0.0636493258052892,0.0280939921095581,,2,29
12843-1507,12843,1507,,0,0,,0.305244104933898,0.0314139039583732,0.0255843712240469,0.309153469382604,2,29
12844-1501,12844,1501,1504,0,0.9,0.0218190442309972,0.334060227643895,0.162579599599843,0.140442531104427,0.305748374061401,2,52
12844-1502,12844,1502,1504,0,0.2,0.29258469556977,0.256281173983775,0.038927472631856,0.029050532398915,0.242746861767266,2,52
12844-1503,12844,1503,1504,0,0,0.205082742316785,0.441926065826585,0.24799478260294,0.235243310776278,0.473287470064514,2,52
12844-1504,12844,1504,1504,1,0.7,0.117879948914432,0.385298667701719,0.157356363638583,0.172664052375482,0.379120635911721,2,52
12844-1505,12844,1505,1504,0,0,0.160231432282442,0.214873338726736,0.0214045443115723,0.0165816781156213,0.210184224396473,2,52
12844-1506,12844,1506,1504,0,0.5,0.123843988741456,0.262482391932352,0.0394245421534123,0.0223805635470905,0.256366649773242,2,52
12844-1507,12844,1507,1504,0,0,0.234581105169341,0.302813976483135,0.0408504891770483,0.0358044502856675,0.306533590899101,2,52
12848-1501,12848,1501,,0,0.6,0.0218190442309972,0.343553497026358,0.15171213571724,0.175869172190608,0.367151982747716,2,45
12848-1502,12848,1502,,0,0.2,0.070362473347548,0.26816762237414,0.0406907577460469,0.0430351587552832,0.256770373940698,2,45
12848-1503,12848,1503,,0,0.2,0.128250591016548,0.438929722478845,0.235003610659273,0.193477818465072,0.396289385530993,2,45
12848-1504,12848,1504,,0,0.1,0.0067688378033206,0.405018092985993,0.154290229639815,0.149357869236378,0.389642087481496,2,45
12848-1505,12848,1505,,0,0,0.173101901050891,0.232733471790104,0.0191591798196084,0.012565951804356,0.280345257968755,2,45
12848-1506,12848,1506,,0,0.3,0.234955099852567,0.285999018298455,0.0456691435035635,0.0631927488053521,0.343408430760209,2,45
12848-1507,12848,1507,,0,0.2,0.0987522281639929,0.303553580794237,0.0377223468988736,0.0462587512670231,0.2824701593165,2,45
12853-1501,12853,1501,1503,0,0.2,0.200403177991225,0.347622041047414,0.147240422413023,0.169306431124305,0.367611396147442,2,42
12853-1502,12853,1502,1503,0,0.1,0.070362473347548,0.27326181454144,0.0414696479395143,0.0445414071258274,0.262353844646026,2,42
12853-1503,12853,1503,1503,1,1,0.205082742316785,0.437645575329813,0.229582379794626,0.190833090469941,0.397870756737891,2,42
12853-1504,12853,1504,1503,0,0.5,0.0067688378033206,0.413469275250682,0.152991199053394,0.148847998360486,0.399591703977482,2,42
12853-1505,12853,1505,1503,0,0,0.0619907899397804,0.240387814531547,0.0182691153120438,0.0119934002422999,0.286569352343935,2,42
12853-1506,12853,1506,1503,0,0,0.234955099852567,0.296077572455357,0.048624670315879,0.0650177375976486,0.351818680318784,2,42
12853-1507,12853,1507,1503,0,0.2,0.0987522281639929,0.303870554070423,0.0364533186868253,0.0443044227987405,0.282811882596957,2,42
12855-1501,12855,1501,1506,0,0.3,0.355152377564331,0.369320942493045,0.125207462937995,0.137562982194658,0.370061600945983,2,26
12855-1502,12855,1502,1506,0,0,0.29258469556977,0.300430839433705,0.0458702402708625,0.0534592387417975,0.29213235507444,2,26
12855-1503,12855,1503,1506,0,0,0.205082742316785,0.430796790534978,0.202166675080734,0.17719436702289,0.406304736508009,2,26
12855-1504,12855,1504,1506,0,0,0.0067688378033206,0.458542247329024,0.146213900000982,0.146152908573366,0.452656325289405,2,26
12855-1505,12855,1505,1506,0,0.6,0.160231432282442,0.281210975819243,0.0141659116411187,0.0093485525531997,0.319764522344899,2,26
12855-1506,12855,1506,1506,1,0.8,0.4317115668141,0.349829861292164,0.06768593028177,0.0756044798971412,0.396673344631187,2,26
12855-1507,12855,1507,1506,0,0,0.234581105169341,0.305561078210084,0.0303504062851793,0.0351451227489313,0.284634406759394,2,26
12857-1501,12857,1501,1505,0,0.6,0.0218190442309972,0.357115310429878,0.137230266124397,0.154753485509966,0.368683360746804,2,35
12857-1502,12857,1502,1505,0,0,0.29258469556977,0.285148262931806,0.0433428919627775,0.0482537128372764,0.275381942958457,2,35
12857-1503,12857,1503,1505,0,0,0.205082742316785,0.434649231982073,0.217277056767024,0.184769735979764,0.401560622887317,2,35
12857-1504,12857,1504,1505,0,0.3,0.10434227330779,0.433188700534957,0.149994981041658,0.147663884728362,0.422807475801448,2,35
12857-1505,12857,1505,1505,1,0.9,0.160231432282442,0.258247947594914,0.0163471670331053,0.0107557686314116,0.301092239219357,2,35
12857-1506,12857,1506,1505,0,0.8,0.320600455702989,0.31959419882146,0.0562411937184714,0.0694682650550812,0.371442595955461,2,35
12857-1507,12857,1507,1505,0,0,0.234581105169341,0.304610158381525,0.0336500784113208,0.0400461632564145,0.283609236918023,2,35
12859-1501,12859,1501,,0,0,0.355152377564331,0.33812877166495,0.157847171930812,0.134985243198408,0.306207787461127,2,49
12859-1502,12859,1502,,0,0,0.818526415541341,0.261375366151074,0.0396740064418365,0.0300826997364809,0.248330332472594,2,49
12859-1503,12859,1503,,0,0,0.906028368794326,0.440641918677554,0.242368810825071,0.232192033934738,0.474868841271411,2,49
12859-1504,12859,1504,,0,0.6,0.10434227330779,0.393749849966408,0.156036281008278,0.172090715792533,0.389070252407707,2,49
12859-1505,12859,1505,,0,,,,0.020412339318296,0.0158290882362596,,2,49
12859-1506,12859,1506,,0,,,,0.0419937258841086,0.0230559157302498,,2,49
12859-1507,12859,1507,,0,0,,0.303130949759322,0.0394805438339488,0.0342759196478846,0.306875314179558,2,49
12866-1501,12866,1501,1501,1,0.8,0.0218190442309972,0.350334403728118,0.144320255098281,0.165040558665812,0.36791767174726,2,40
12866-1502,12866,1502,1501,0,0,0.29258469556977,0.276657942652973,0.0419968116191566,0.0455733589413351,0.266076158449578,2,40
12866-1503,12866,1503,1501,0,0,0.205082742316785,0.436789477230459,0.226017319548673,0.189085339342978,0.398925004209155,2,40
12866-1504,12866,1504,1501,0,0,0.326564495530013,0.419103396760475,0.152130166660775,0.148508882922144,0.406224781641472,2,40
12866-1505,12866,1505,1501,0,0.8,0.0491203211713308,0.245490709692509,0.0176984145125569,0.0116260953051276,0.290718748594056,2,40
12866-1506,12866,1506,1501,0,,,,0.0506949277156697,0.0662615194558771,,2,40
12866-1507,12866,1507,1501,0,0,0.234581105169341,0.304081869587881,0.0356302257944655,0.0430455459188536,0.283039698117262,2,40
12869-1501,12869,1501,,0,0.1,,0.342197315686006,0.153227292079604,0.129708013720381,0.306667200860853,2,46
12869-1502,12869,1502,,0,0.1,,0.266469558318374,0.0404342546140829,0.0311503634917765,0.253913803177922,2,46
12869-1503,12869,1503,,0,0.1,,0.439357771528522,0.236830274272306,0.229168474568574,0.476450212478309,2,46
12869-1504,12869,1504,,0,0.1,,0.402201032231097,0.154725239262058,0.171518888310187,0.399019868903692,2,46
12869-1505,12869,1505,,0,0.1,,0.230182024209623,0.019465213008142,0.0151101311996908,0.222632413146835,2,46
12869-1506,12869,1506,,0,0.1,,0.282639500246155,0.0447225408648057,0.0237511521160244,0.273187148890393,2,46
12869-1507,12869,1507,,0,0.1,,0.303447923035508,0.0381547128614,0.0328104230963585,0.307217037460015,2,46
12877-1501,12877,1501,,0,,,,0.1594120850338,0.13678416573136,,2,50
12877-1502,12877,1502,,0,,,,0.0394236492287227,0.0297347551396955,,2,50
12877-1503,12877,1503,,0,,,,0.244234446057336,0.233206049567476,,2,50
12877-1504,12877,1504,,0,,,,0.156475302650567,0.172281660242791,,2,50
12877-1505,12877,1505,,0,,,,0.0207379662401494,0.0160761408901806,,2,50
12877-1506,12877,1506,,0,,,,0.0411200225903051,0.022828616006785,,2,50
12877-1507,12877,1507,,0,,,,0.0399322256325099,0.0347783046751817,,2,50
12879-1501,12879,1501,1504,0,0,0.244041266453219,0.348978222387766,0.145774274541194,0.167162618695434,0.367764533947351,2,41
12879-1502,12879,1502,1504,0,0.1,0.29258469556977,0.274959878597207,0.0417324336463305,0.0450545679723628,0.264215001547802,2,41
12879-1503,12879,1503,1504,0,0.7,0.205082742316785,0.437217526280136,0.227794932787787,0.189957676205345,0.398397880473523,2,41
12879-1504,12879,1504,1504,1,1,0.0067688378033206,0.416286336005579,0.15256018476697,0.148678360842122,0.402908242809477,2,41
12879-1505,12879,1505,1504,0,0,0.0491203211713308,0.242939262112028,0.0179815423819498,0.0118083367693834,0.288644050468996,2,41
12879-1506,12879,1506,1504,0,0,0.320600455702989,0.299437090507657,0.0496495732085807,0.0656368894179907,0.354622096838309,2,41
