"respid","party","stackid","votech","pid","pid_str","age","gndr","edu","lr_self","lr_party","lr_party_ches","euint_self","euint_party","euint_party_ches","ptv","stacked_votech","lr_dist","euint_dist","stacked_pid","stacked_pid_str","age_dich_yhat","age_cont_yhat","socdem_dich_yhat","socdem_cont_yhat"
648,1502,"648-1502",1503,1504,2,33,1,2,0.9,0.736673773987207,0.694736862182617,0,0.455791962174941,0.489473676681519,0.7,0,0.163326226012793,0.455791962174941,0,0,0.0680097260582283,0.288544391043339,0.0726792459889858,0.305068620842481
648,1503,"648-1503",1503,1504,2,33,1,2,0.9,0.815425531914894,0.878947353363037,0,0.394419134396355,0.168421053886414,1,1,0.0845744680851064,0.394419134396355,0,0,0.32811462789036,0.433793133882718,0.380732281386771,0.47096273497996
648,1504,"648-1504",1503,1504,2,33,1,2,0.9,0.506091954022988,0.477777767181397,0,0.466309523809524,0.347368431091309,0.5,0,0.393908045977012,0.466309523809524,1,2,0.229710908714272,0.438822822044749,0.263716322075568,0.45310566681396
648,1505,"648-1505",1503,1504,2,33,1,2,0.9,0.144208289054198,0.144444441795349,0,0.483291457286432,0.526666688919067,0,0,0.755791710945802,0.483291457286432,0,0,0.0241316660569838,0.263350842755876,0.0276432816538249,0.199693302202398
648,1506,"648-1506",1503,1504,2,33,1,2,0.9,0.38854041013269,0.43125,0,0.606041923551171,0.675,0,0,0.51145958986731,0.606041923551171,0,0,0.0916218663755792,0.326313234926061,0.0393882030340114,0.250937347694973
648,1507,"648-1507",1503,1504,2,33,1,2,0.9,0.788877005347594,0.905263137817383,0,0.389568345323741,0.194736838340759,0.7,0,0.111122994652406,0.389568345323741,0,0,0.0503186734704829,0.304821473898983,0.0438444101971334,0.328771465399774
649,1501,"649-1501",1503,99,0,62,1,2,99,0.319637139807898,0.321052622795105,0.5,0.557550535077289,0.678947353363037,0,0,99,0.0575505350772889,99,0,0.239631004646391,0.320498414240375,0.217444403756219,0.30211947601673
649,1502,"649-1502",1503,99,0,62,1,2,99,0.736673773987207,0.694736862182617,0.5,0.455791962174941,0.489473676681519,0.2,0,99,0.0442080378250591,99,0,0.0484755361052639,0.239300533426109,0.0454239183410945,0.25109507069098
649,1503,"649-1503",1503,99,0,62,1,2,99,0.815425531914894,0.878947353363037,0.5,0.394419134396355,0.168421053886414,1,1,99,0.105580865603645,99,0,0.35714444542518,0.446206556323357,0.378621751603634,0.45567614664662
649,1504,"649-1504",1503,99,0,62,1,2,99,0.506091954022988,0.477777767181397,0.5,0.466309523809524,0.347368431091309,0.5,0,99,0.0336904761904762,99,0,0.215806931238353,0.357128060152755,0.236253236706535,0.356926040686098
649,1505,"649-1505",1503,99,0,62,1,2,99,0.144208289054198,0.144444441795349,0.5,0.483291457286432,0.526666688919067,0,0,99,0.0167085427135679,99,0,0.0336309083999913,0.189358862921926,0.0386282189960315,0.139527056575651
649,1506,"649-1506",1503,99,0,62,1,2,99,0.38854041013269,0.43125,0.5,0.606041923551171,0.675,99,0,99,0.106041923551171,99,0,0.0418792890223845,99,0.0254495474234681,99
649,1507,"649-1507",1503,99,0,62,1,2,99,0.788877005347594,0.905263137817383,0.5,0.389568345323741,0.194736838340759,0.3,0,99,0.110431654676259,99,0,0.0612655522486751,0.301757398895847,0.0586108338878616,0.325468140355358
650,1501,"650-1501",1503,1504,3,32,1,1,1,0.319637139807898,0.321052622795105,0,0.557550535077289,0.678947353363037,0,0,0.680362860192103,0.557550535077289,0,0,0.20490156814465,0.361183854450934,0.127055953780191,0.278033432880569
650,1502,"650-1502",1503,1504,3,32,1,1,1,0.736673773987207,0.694736862182617,0,0.455791962174941,0.489473676681519,0,0,0.263326226012793,0.455791962174941,0,0,0.0687993287489423,0.290242455099106,0.107410024166351,0.319758721199016
650,1503,"650-1503",1503,1504,3,32,1,1,1,0.815425531914894,0.878947353363037,0,0.394419134396355,0.168421053886414,1,1,0.184574468085106,0.394419134396355,0,0,0.327135149832958,0.433365084833041,0.511917422317493,0.57042456716928
650,1504,"650-1504",1503,1504,3,32,1,1,1,0.506091954022988,0.477777767181397,0,0.466309523809524,0.347368431091309,1,0,0.493908045977012,0.466309523809524,1,3,0.230201390383259,0.441639882799646,0.163275322326535,0.534005856402325
650,1505,"650-1505",1503,1504,3,32,1,1,1,0.144208289054198,0.144444441795349,0,0.483291457286432,0.526666688919067,0,0,0.855791710945802,0.483291457286432,0,0,0.0238557383570666,0.265902290336357,0.0355378863076679,0.231733758326463
650,1506,"650-1506",1503,1504,3,32,1,1,1,0.38854041013269,0.43125,0,0.606041923551171,0.675,0,0,0.61145958986731,0.606041923551171,0,0,0.0940500830016215,0.329672752978361,0.0549431443767729,0.291425410605347
650,1507,"650-1507",1503,1504,3,32,1,1,1,0.788877005347594,0.905263137817383,0,0.389568345323741,0.194736838340759,0,0,0.211122994652406,0.389568345323741,0,0,0.049976318094429,0.304927131657712,0.0210246709099324,0.305047715259447
659,1501,"659-1501",99,99,0,31,1,2,0.5,0.319637139807898,0.321052622795105,0.5,0.557550535077289,0.678947353363037,0,99,0.180362860192102,0.0575505350772889,99,0,99,0.362540035791286,99,0.306866747813903
659,1502,"659-1502",99,99,0,31,1,2,0.5,0.736673773987207,0.694736862182617,0.5,0.455791962174941,0.489473676681519,0,99,0.236673773987207,0.0442080378250591,99,0,99,0.291940519154872,99,0.308790934646033
659,1503,"659-1503",99,99,0,31,1,2,0.5,0.815425531914894,0.878947353363037,0.5,0.394419134396355,0.168421053886414,0,99,0.315425531914894,0.105580865603645,99,0,99,0.432937035783364,99,0.472016982451224
659,1504,"659-1504",99,99,0,31,1,2,0.5,0.506091954022988,0.477777767181397,0.5,0.466309523809524,0.347368431091309,0,99,0.00609195402298846,0.0336904761904762,99,0,99,0.444456943554542,99,0.45973874447795
659,1505,"659-1505",99,99,0,31,1,2,0.5,0.144208289054198,0.144444441795349,0.5,0.483291457286432,0.526666688919067,0,99,0.355791710945802,0.0167085427135679,99,0,99,0.268453737916838,99,0.203842698452518
659,1506,"659-1506",99,99,0,31,1,2,0.5,0.38854041013269,0.43125,0.5,0.606041923551171,0.675,0,99,0.11145958986731,0.106041923551171,99,0,99,0.333032271030662,99,0.256544180734024
659,1507,"659-1507",99,99,0,31,1,2,0.5,0.788877005347594,0.905263137817383,0.5,0.389568345323741,0.194736838340759,0,99,0.288877005347594,0.110431654676259,99,0,99,0.30503278941644,99,0.328999280920079
669,1501,"669-1501",1501,1502,2,62,2,2,0,0.319637139807898,0.321052622795105,0.5,0.557550535077289,0.678947353363037,1,1,0.319637139807898,0.0575505350772889,0,0,0.239631004646391,0.320498414240375,0.231222402769335,0.304216996062312
669,1502,"669-1502",1501,1502,2,62,2,2,0,0.736673773987207,0.694736862182617,0.5,0.455791962174941,0.489473676681519,0,0,0.736673773987207,0.0442080378250591,1,2,0.0484755361052639,0.239300533426109,0.0380813809784711,0.224135292749508
669,1503,"669-1503",1501,1502,2,62,2,2,0,0.815425531914894,0.878947353363037,0.5,0.394419134396355,0.168421053886414,0,0,0.815425531914894,0.105580865603645,0,0,0.35714444542518,0.446206556323357,0.358934126285288,0.46801623270819
669,1504,"669-1504",1501,1502,2,62,2,2,0,0.506091954022988,0.477777767181397,0.5,0.466309523809524,0.347368431091309,0,0,0.506091954022988,0.0336904761904762,0,0,0.215806931238353,0.357128060152755,0.254020403299058,0.345955247591769
669,1505,"669-1505",1501,1502,2,62,2,2,0,0.144208289054198,0.144444441795349,0.5,0.483291457286432,0.526666688919067,0.4,0,0.144208289054198,0.0167085427135679,0,0,0.0336309083999913,0.189358862921926,0.0282087993953818,0.189437243145871
669,1506,"669-1506",1501,1502,2,62,2,2,0,0.38854041013269,0.43125,0.5,0.606041923551171,0.675,0,0,0.38854041013269,0.106041923551171,0,0,0.0418792890223845,0.228887211409347,0.0296132366739793,0.228332484577989
669,1507,"669-1507",1501,1502,2,62,2,2,0,0.788877005347594,0.905263137817383,0.5,0.389568345323741,0.194736838340759,0,0,0.788877005347594,0.110431654676259,0,0,0.0612655522486751,0.301757398895847,0.0597209774072276,0.305394513297578
700,1501,"700-1501",1503,1504,2,48,2,1,99,0.319637139807898,0.321052622795105,0.2,0.557550535077289,0.678947353363037,0.3,0,99,0.357550535077289,0,0,0.222940476558305,0.339484953005302,0.157700968146406,0.27768074812761
700,1502,"700-1502",1503,1504,2,48,2,1,99,0.736673773987207,0.694736862182617,0.2,0.455791962174941,0.489473676681519,0,0,99,0.255791962174941,0,0,0.0571334865932942,0.263073430206841,0.070649714781257,0.263020432829129
700,1503,"700-1503",1503,1504,2,48,2,1,99,0.815425531914894,0.878947353363037,0.2,0.394419134396355,0.168421053886414,0.7,1,99,0.194419134396355,0,0,0.34298299161191,0.440213869627876,0.489537437567099,0.574330673460732
700,1504,"700-1504",1503,1504,2,48,2,1,99,0.506091954022988,0.477777767181397,0.2,0.466309523809524,0.347368431091309,0.7,0,99,0.266309523809524,1,2,0.222441864602138,0.396566910721304,0.16535850847958,0.469970441996072
700,1505,"700-1505",1503,1504,2,48,2,1,99,0.144208289054198,0.144444441795349,0.2,0.483291457286432,0.526666688919067,0.7,0,99,0.283291457286432,0,0,0.0286631746506666,0.22507912904866,0.0312125628713825,0.248448774895719
700,1506,"700-1506",1503,1504,2,48,2,1,99,0.38854041013269,0.43125,0.2,0.606041923551171,0.675,99,0,99,0.406041923551171,0,0,0.0614274318750725,99,0.050303639645014,99
700,1507,"700-1507",1503,1504,2,48,2,1,99,0.788877005347594,0.905263137817383,0.2,0.389568345323741,0.194736838340759,0.4,0,99,0.189568345323741,0,0,0.0557276153690744,0.30323660751805,0.0252801928968417,0.283151564039231
710,1501,"710-1501",1503,1504,3,57,2,1,0.8,0.319637139807898,0.321052622795105,0,0.557550535077289,0.678947353363037,0,0,0.480362860192103,0.557550535077289,0,0,0.233573437664222,0.327279320942135,0.171030465315558,0.276302507928431
710,1502,"710-1502",1503,1504,3,57,2,1,0.8,0.736673773987207,0.694736862182617,0,0.455791962174941,0.489473676681519,0.1,0,0.0633262260127933,0.455791962174941,0,0,0.051414489183663,0.247790853704942,0.0611337448234748,0.246270020713146
710,1503,"710-1503",1503,1504,3,57,2,1,0.8,0.815425531914894,0.878947353363037,0,0.394419134396355,0.168421053886414,1,1,0.0154255319148936,0.394419134396355,0,0,0.352056542681698,0.444066311074971,0.488842506769299,0.56958655984004
710,1504,"710-1504",1503,1504,3,57,2,1,0.8,0.506091954022988,0.477777767181397,0,0.466309523809524,0.347368431091309,0.2,0,0.293908045977012,0.466309523809524,1,3,0.218159956390869,0.371213363927237,0.159174910635115,0.440121592508114
710,1505,"710-1505",1503,1504,3,57,2,1,0.8,0.144208289054198,0.144444441795349,0,0.483291457286432,0.526666688919067,0,0,0.655791710945802,0.483291457286432,0,0,0.0317679296519343,0.202116100824331,0.0346277941107221,0.229776491770177
710,1506,"710-1506",1503,1504,3,57,2,1,0.8,0.38854041013269,0.43125,0,0.606041923551171,0.675,0,0,0.41145958986731,0.606041923551171,0,0,0.0480618472574563,0.24568480167085,0.0440203543817126,0.280034213566464
710,1507,"710-1507",1503,1504,3,57,2,1,0.8,0.788877005347594,0.905263137817383,0,0.389568345323741,0.194736838340759,0.4,0,0.0111229946524064,0.389568345323741,0,0,0.0592310302259105,0.302285687689491,0.027727426996133,0.28212639419786
714,1501,"714-1501",1501,1502,1,68,2,3,0,0.319637139807898,0.321052622795105,0,0.557550535077289,0.678947353363037,1,1,0.319637139807898,0.557550535077289,0,0,0.24704089096451,0.312361326198263,0.304324922083596,0.363629813349813
714,1502,"714-1502",1501,1502,1,68,2,3,0,0.736673773987207,0.694736862182617,0,0.455791962174941,0.489473676681519,0,0,0.736673773987207,0.455791962174941,1,1,0.0451591740602813,0.22911214909151,0.0436384947000678,0.213963765199853
714,1503,"714-1503",1501,1502,1,68,2,3,0,0.815425531914894,0.878947353363037,0,0.394419134396355,0.168421053886414,0,0,0.815425531914894,0.394419134396355,0,0,0.363292637861938,0.44877485062142,0.282663845887142,0.384165539611448
714,1504,"714-1504",1501,1502,1,68,2,3,0,0.506091954022988,0.477777767181397,0,0.466309523809524,0.347368431091309,0,0,0.506091954022988,0.466309523809524,0,0,0.2130076551878,0.340225695623377,0.199885098302731,0.313361694345606
714,1505,"714-1505",1501,1502,1,68,2,3,0,0.144208289054198,0.144444441795349,0,0.483291457286432,0.526666688919067,0.8,0,0.144208289054198,0.483291457286432,0,0,0.0360058691499993,0.17405017743904,0.0238734821899245,0.232627201092369
714,1506,"714-1506",1501,1502,1,68,2,3,0,0.38854041013269,0.43125,0,0.606041923551171,0.675,0,0,0.38854041013269,0.606041923551171,0,0,0.0354620003555221,0.208730103095545,0.0664477383645263,0.278929850811129
714,1507,"714-1507",1501,1502,1,68,2,3,0,0.788877005347594,0.905263137817383,0,0.389568345323741,0.194736838340759,0,0,0.788877005347594,0.389568345323741,0,0,0.0637931663598582,0.301123452343474,0.0838583435325428,0.279850280832997
735,1501,"735-1501",99,1505,2,71,2,3,0.5,0.319637139807898,0.321052622795105,0.3,0.557550535077289,0.678947353363037,0.1,99,0.180362860192102,0.257550535077289,0,0,99,0.308292782177207,99,0.363170399950086
735,1502,"735-1502",99,1505,2,71,2,3,0.5,0.736673773987207,0.694736862182617,0.3,0.455791962174941,0.489473676681519,0.1,99,0.236673773987207,0.155791962174941,0,0,99,0.22401795692421,99,0.208380294494525
735,1503,"735-1503",99,1505,2,71,2,3,0.5,0.815425531914894,0.878947353363037,0.3,0.394419134396355,0.168421053886414,0.2,99,0.315425531914894,0.0944191343963553,0,0,99,0.450058997770452,99,0.382584168404551
735,1504,"735-1504",99,1505,2,71,2,3,0.5,0.506091954022988,0.477777767181397,0.3,0.466309523809524,0.347368431091309,0.9,99,0.00609195402298846,0.166309523809524,0,0,99,0.331774513358688,99,0.30341207784962
735,1505,"735-1505",99,1505,2,71,2,3,0.5,0.144208289054198,0.144444441795349,0.3,0.483291457286432,0.526666688919067,0.1,99,0.355791710945802,0.183291457286432,1,2,99,0.166395834697597,99,0.226403106717189
735,1506,"735-1506",99,1505,2,71,2,3,0.5,0.38854041013269,0.43125,0.3,0.606041923551171,0.675,0.1,99,0.11145958986731,0.306041923551171,0,0,99,0.198651548938643,99,0.270519601252553
735,1507,"735-1507",99,1505,2,71,2,3,0.5,0.788877005347594,0.905263137817383,0.3,0.389568345323741,0.194736838340759,0,99,0.288877005347594,0.089568345323741,0,0,99,0.300806479067288,99,0.27950855755254
738,1501,"738-1501",99,1507,1,36,2,3,0.5,0.319637139807898,0.321052622795105,99,0.557550535077289,0.678947353363037,0.4,99,0.180362860192102,99,0,0,99,0.355759129089526,99,0.368530222946895
738,1502,"738-1502",99,1507,1,36,2,3,0.5,0.736673773987207,0.694736862182617,99,0.455791962174941,0.489473676681519,0.7,99,0.236673773987207,99,0,0,99,0.283450198876039,99,0.273520786056681
738,1503,"738-1503",99,1507,1,36,2,3,0.5,0.815425531914894,0.878947353363037,99,0.394419134396355,0.168421053886414,0.6,99,0.315425531914894,99,0,0,99,0.43507728103175,99,0.401033499151685
738,1504,"738-1504",99,1507,1,36,2,3,0.5,0.506091954022988,0.477777767181397,99,0.466309523809524,0.347368431091309,0.7,99,0.00609195402298846,99,0,0,99,0.43037163978006,99,0.419490936969453
738,1505,"738-1505",99,1507,1,36,2,3,0.5,0.144208289054198,0.144444441795349,99,0.483291457286432,0.526666688919067,0.8,99,0.355791710945802,99,0,0,99,0.255696500014433,99,0.299017541094297
738,1506,"738-1506",99,1507,1,36,2,3,0.5,0.38854041013269,0.43125,99,0.606041923551171,0.675,0.6,99,0.11145958986731,99,0,0,99,0.316234680769159,99,0.368639179435935
738,1507,"738-1507",99,1507,1,36,2,3,0.5,0.788877005347594,0.905263137817383,99,0.389568345323741,0.194736838340759,0.5,99,0.288877005347594,99,1,1,99,0.304504500622796,99,0.283495329157871
752,1501,"752-1501",99,1501,0,20,2,99,99,0.319637139807898,0.321052622795105,0.8,0.557550535077289,0.678947353363037,0.8,99,99,0.242449464922711,1,0,99,0.377458030535157,99,99
