respid,party,stackid,votech,pid,pid_str,age,gndr,edu,lr_self,lr_party,lr_party_ches,euint_self,euint_party,euint_party_ches,ptv,stacked_vc,lr_dist,lr_dist_ches,euint_dist,euint_dist_ches,stacked_pid,stacked_pid_str,age_dich_yhat,age_cont_yhat,socdem_dich_yhat,socdem_cont_yhat
642,1501,642-1501,1504,1504,3,21,1,2,.5,.31963715,.32105261,1,.55755055,.67894733,1,0,.18036285,.17894739,.44244945,.32105267,0,0,.14192401,.37610185,.11461186,.30839813
642,1502,642-1502,1504,1504,3,21,1,2,.5,.73667377,.69473684,1,.45579195,.48947367,1,0,.23667377,.19473684,.54420805,.5105263,0,0,.056663256,.30892116,.066559218,.3274025
642,1503,642-1503,1504,1504,3,21,1,2,.5,.81542552,.87894738,1,.39441913,.16842106,1,0,.31542552,.37894738,.60558087,.83157897,0,0,.23191144,.42865655,.29018465,.47728822
642,1504,642-1504,1504,1504,3,21,1,2,.5,.50609195,.47777778,1,.46630952,.34736842,1,1,.0060919523,.022222221,.53369045,.65263158,1,3,.17223711,.47262755,.20486331,.49290413
642,1505,642-1505,1504,1504,3,21,1,2,.5,.14420828,.14444444,1,.48329145,.5266667,1,0,.35579172,.35555556,.51670855,.4733333,0,0,.015566558,.2939682,.018475315,.22458968
642,1506,642-1506,1504,1504,3,21,1,2,.5,.38854042,.43125001,1,.60604191,.67500001,1,0,.11145958,.068749994,.39395809,.32499999,0,0,.08992669,.36662745,.035299405,.28457835
642,1507,642-1507,1504,1504,3,21,1,2,.5,.78887701,.90526313,1,.38956836,.19473684,1,0,.28887701,.40526313,.61043167,.80526316,0,0,.034151439,.30608937,.029282695,.33013836
643,1501,643-1501,1503,99,99,43,1,2,.7,.31963715,.32105261,.5,.55755055,.67894733,.30000001,0,.38036284,.37894738,.05755055,.17894733,99,0,.16953379,.34626585,.14758356,.30502909
643,1502,643-1502,1503,99,99,43,1,2,.7,.73667377,.69473684,.5,.45579195,.48947367,.5,0,.036673773,.0052631618,.04420805,.010526329,99,0,.047062319,.27156374,.049221519,.28645706
643,1503,643-1503,1503,99,99,43,1,2,.7,.81542552,.87894738,.5,.39441913,.16842106,.69999999,1,.11542551,.17894737,.10558087,.33157894,99,0,.26374185,.43807364,.30507797,.46569151
643,1504,643-1504,1503,99,99,43,1,2,.7,.50609195,.47777778,.5,.46630952,.34736842,.69999999,0,.19390805,.22222222,.033690482,.15263158,99,0,.175062,.41065222,.20128229,.41994029
643,1505,643-1505,1503,99,99,43,1,2,.7,.14420828,.14444444,.5,.48329145,.5266667,0,0,.55579174,.55555558,.016708553,.026666701,99,0,.021158518,.23783636,.025040952,.17894632
643,1506,643-1506,1503,99,99,43,1,2,.7,.38854042,.43125001,.5,.60604191,.67500001,0,0,.31145957,.26874998,.10604191,.17500001,99,0,.054451089,.29271805,.026720826,.22290318
643,1507,643-1507,1503,99,99,43,1,2,.7,.78887701,.90526313,.5,.38956836,.19473684,.30000001,0,.088877007,.20526312,.11043164,.30526316,99,0,.042045798,.30376491,.038632248,.3276324
645,1501,645-1501,1503,1503,2,50,2,3,1,.31963715,.32105261,.5,.55755055,.67894733,0,0,.68036282,.67894739,.05755055,.17894733,0,0,.17917182,.33677259,.21132307,.36638629
645,1502,645-1502,1503,1503,2,50,2,3,1,.73667377,.69473684,.5,.45579195,.48947367,0,0,.26332623,.30526316,.04420805,.010526329,0,0,.044346128,.25967729,.046307772,.24746458
645,1503,645-1503,1503,1503,2,50,2,3,1,.81542552,.87894738,.5,.39441913,.16842106,1,1,.18457448,.12105262,.10558087,.33157894,1,2,.2744382,.44106996,.22340102,.39365378
645,1504,645-1504,1503,1503,2,50,2,3,1,.50609195,.47777778,.5,.46630952,.34736842,.40000001,0,.49390805,.52222222,.033690482,.15263158,0,0,.17596845,.3909328,.17049161,.37305939
645,1505,645-1505,1503,1503,2,50,2,3,1,.14420828,.14444444,.5,.48329145,.5266667,0,0,.85579169,.85555553,.016708553,.026666701,0,0,.023319744,.21997623,.015217907,.26997176
645,1506,645-1506,1503,1503,2,50,2,3,1,.38854042,.43125001,.5,.60604191,.67500001,0,0,.61145961,.56875002,.10604191,.17500001,0,0,.046253558,.26920143,.068929754,.32939136
645,1507,645-1507,1503,1503,2,50,2,3,1,.78887701,.90526313,.5,.38956836,.19473684,.60000002,0,.21112299,.094736874,.11043164,.30526316,0,0,.044904996,.30302531,.056128602,.28190061
648,1501,648-1501,1503,1503,2,33,1,2,.9,.31963715,.32105261,0,.55755055,.67894733,0,0,.58036286,.57894737,.55755055,.67894733,0,0,.15648714,.35982767,.13171725,.30656049
648,1502,648-1502,1503,1503,2,33,1,2,.9,.73667377,.69473684,0,.45579195,.48947367,.69999999,0,.16332623,.20526317,.45579195,.48947367,0,0,.051218089,.28854439,.056496531,.30506861
648,1503,648-1503,1503,1503,2,33,1,2,.9,.81542552,.87894738,0,.39441913,.16842106,1,1,.084574483,.021052623,.39441913,.16842106,1,2,.24893326,.43379313,.29825506,.47096273
648,1504,648-1504,1503,1503,2,33,1,2,.9,.50609195,.47777778,0,.46630952,.34736842,.5,0,.39390805,.42222223,.46630952,.34736842,0,0,.17377347,.43882284,.20290419,.45310566
648,1505,648-1505,1503,1503,2,33,1,2,.9,.14420828,.14444444,0,.48329145,.5266667,0,0,.75579172,.75555557,.48329145,.5266667,0,0,.018407382,.26335084,.021813944,.19969331
648,1506,648-1506,1503,1503,2,33,1,2,.9,.38854042,.43125001,0,.60604191,.67500001,0,0,.51145959,.46875,.60604191,.67500001,0,0,.068558954,.32631323,.030335024,.25093734
648,1507,648-1507,1503,1503,2,33,1,2,.9,.78887701,.90526313,0,.38956836,.19473684,.69999999,0,.11112299,.005263126,.38956836,.19473684,0,0,.038261592,.30482146,.034071807,.32877147
649,1501,649-1501,1503,99,99,62,1,2,99,.31963715,.32105261,.5,.55755055,.67894733,0,0,99,99,.05755055,.17894733,99,0,.19668096,.32049841,.18204695,.30211946
649,1502,649-1502,1503,99,99,62,1,2,99,.73667377,.69473684,.5,.45579195,.48947367,.2,0,99,99,.04420805,.010526329,99,0,.040034369,.23930053,.037780263,.25109506
649,1503,649-1503,1503,99,99,62,1,2,99,.81542552,.87894738,.5,.39441913,.16842106,1,1,99,99,.10558087,.33157894,99,0,.29338911,.44620657,.31827861,.45567614
649,1504,649-1504,1503,99,99,62,1,2,99,.50609195,.47777778,.5,.46630952,.34736842,.5,0,99,99,.033690482,.15263158,99,0,.17753094,.35712805,.19822744,.35692605
649,1505,649-1505,1503,99,99,62,1,2,99,.14420828,.14444444,.5,.48329145,.5266667,0,0,99,99,.016708553,.026666701,99,0,.027535912,.18935886,.032500029,.13952705
649,1506,649-1506,1503,99,99,62,1,2,99,.38854042,.43125001,.5,.60604191,.67500001,99,0,99,99,.10604191,.17500001,99,0,.034865554,99,.020972867,99
649,1507,649-1507,1503,99,99,62,1,2,99,.78887701,.90526313,.5,.38956836,.19473684,.30000001,0,99,99,.11043164,.30526316,99,0,.050242029,.3017574,.048957527,.32546815
650,1501,650-1501,1503,1503,3,32,1,1,1,.31963715,.32105261,0,.55755055,.67894733,0,0,.68036282,.67894739,.55755055,.67894733,0,0,.1552285,.36118385,.10104749,.27803344
650,1502,650-1502,1503,1503,3,32,1,1,1,.73667377,.69473684,0,.45579195,.48947367,0,0,.26332623,.30526316,.45579195,.48947367,0,0,.051652268,.29024246,.089399427,.31975871
650,1503,650-1503,1503,1503,3,32,1,1,1,.81542552,.87894738,0,.39441913,.16842106,1,1,.18457448,.12105262,.39441913,.16842106,1,3,.24748337,.43336508,.41687042,.57042456
650,1504,650-1504,1503,1503,3,32,1,1,1,.50609195,.47777778,0,.46630952,.34736842,1,0,.49390805,.52222222,.46630952,.34736842,0,0,.17364502,.44163987,.12951253,.53400588
650,1505,650-1505,1503,1503,3,32,1,1,1,.14420828,.14444444,0,.48329145,.5266667,0,0,.85579169,.85555553,.48329145,.5266667,0,0,.018152382,.26590228,.028781969,.23173375
650,1506,650-1506,1503,1503,3,32,1,1,1,.38854042,.43125001,0,.60604191,.67500001,0,0,.61145961,.56875002,.60604191,.67500001,0,0,.070142888,.32967275,.044908781,.29142541
650,1507,650-1507,1503,1503,3,32,1,1,1,.78887701,.90526313,0,.38956836,.19473684,0,0,.21112299,.094736874,.38956836,.19473684,0,0,.03790167,.30492714,.016608484,.30504772
659,1501,659-1501,0,99,99,31,1,2,.5,.31963715,.32105261,.5,.55755055,.67894733,0,0,.18036285,.17894739,.05755055,.17894733,99,0,.15397814,.36254004,.12872316,.30686674
659,1502,659-1502,0,99,99,31,1,2,.5,.73667377,.69473684,.5,.45579195,.48947367,0,0,.23667377,.19473684,.04420805,.010526329,99,0,.052089926,.29194051,.05806819,.30879092
659,1503,659-1503,0,99,99,31,1,2,.5,.81542552,.87894738,.5,.39441913,.16842106,0,0,.31542552,.37894738,.10558087,.33157894,99,0,.24603917,.43293703,.29690105,.47201699
659,1504,659-1504,0,99,99,31,1,2,.5,.50609195,.47777778,.5,.46630952,.34736842,0,0,.0060919523,.022222221,.033690482,.15263158,99,0,.17351666,.44445693,.20322974,.45973873
659,1505,659-1505,0,99,99,31,1,2,.5,.14420828,.14444444,.5,.48329145,.5266667,0,0,.35579172,.35555556,.016708553,.026666701,99,0,.017900851,.26845375,.021219144,.2038427
659,1506,659-1506,0,99,99,31,1,2,.5,.38854042,.43125001,.5,.60604191,.67500001,0,0,.11145958,.068749994,.10604191,.17500001,99,0,.071760595,.33303228,.031112716,.25654417
659,1507,659-1507,0,99,99,31,1,2,.5,.78887701,.90526313,.5,.38956836,.19473684,0,0,.28887701,.40526313,.11043164,.30526316,99,0,.037545003,.30503279,.033224169,.32899928
669,1501,669-1501,1501,1501,2,62,2,2,0,.31963715,.32105261,.5,.55755055,.67894733,1,1,.31963715,.32105261,.05755055,.17894733,1,2,.19668096,.32049841,.17763166,.30421701
669,1502,669-1502,1501,1501,2,62,2,2,0,.73667377,.69473684,.5,.45579195,.48947367,0,0,.73667377,.69473684,.04420805,.010526329,0,0,.040034369,.23930053,.028500425,.22413529
669,1503,669-1503,1501,1501,2,62,2,2,0,.81542552,.87894738,.5,.39441913,.16842106,0,0,.81542552,.87894738,.10558087,.33157894,0,0,.29338911,.44620657,.27184829,.46801624
669,1504,669-1504,1501,1501,2,62,2,2,0,.50609195,.47777778,.5,.46630952,.34736842,0,0,.50609195,.47777778,.033690482,.15263158,0,0,.17753094,.35712805,.19375145,.34595525
669,1505,669-1505,1501,1501,2,62,2,2,0,.14420828,.14444444,.5,.48329145,.5266667,.40000001,0,.14420828,.14444444,.016708553,.026666701,0,0,.027535912,.18935886,.021496702,.18943724
669,1506,669-1506,1501,1501,2,62,2,2,0,.38854042,.43125001,.5,.60604191,.67500001,0,0,.38854042,.43125001,.10604191,.17500001,0,0,.034865554,.22888722,.022287093,.22833249
669,1507,669-1507,1501,1501,2,62,2,2,0,.78887701,.90526313,.5,.38956836,.19473684,0,0,.78887701,.90526313,.11043164,.30526316,0,0,.050242029,.3017574,.046022456,.3053945
700,1501,700-1501,1503,1503,2,48,2,1,99,.31963715,.32105261,.2,.55755055,.67894733,.30000001,0,99,99,.35755056,.47894734,0,0,.17637515,.33948496,.11877429,.27768075
700,1502,700-1502,1503,1503,2,48,2,1,99,.73667377,.69473684,.2,.45579195,.48947367,0,0,99,99,.25579196,.28947368,0,0,.045106553,.26307344,.054924626,.26302043
700,1503,700-1503,1503,1503,2,48,2,1,99,.81542552,.87894738,.2,.39441913,.16842106,.69999999,1,99,99,.19441913,.031578939,1,2,.27135473,.44021386,.37580708,.57433069
700,1504,700-1504,1503,1503,2,48,2,1,99,.50609195,.47777778,.2,.46630952,.34736842,.69999999,0,99,99,.26630953,.14736842,0,0,.17570908,.3965669,.12457791,.46997043
700,1505,700-1505,1503,1503,2,48,2,1,99,.14420828,.14444444,.2,.48329145,.5266667,.69999999,0,99,99,.28329146,.32666671,0,0,.022681158,.22507913,.02372016,.24844877
700,1506,700-1506,1503,1503,2,48,2,1,99,.38854042,.43125001,.2,.60604191,.67500001,99,0,99,99,.40604192,.47500002,0,0,.048467763,99,.039016221,99
700,1507,700-1507,1503,1503,2,48,2,1,99,.78887701,.90526313,.2,.38956836,.19473684,.40000001,0,99,99,.18956836,.0052631618,0,0,.044069689,.3032366,.019125171,.28315157
710,1501,710-1501,1503,1503,3,57,2,1,.8,.31963715,.32105261,0,.55755055,.67894733,0,0,.48036286,.4789474,.55755055,.67894733,0,0,.18923293,.32727933,.13180101,.27630252
710,1502,710-1502,1503,1503,3,57,2,1,.8,.73667377,.69473684,0,.45579195,.48947367,.1,0,.063326225,.10526316,.45579195,.48947367,0,0,.041779831,.24779086,.048509073,.24627002
710,1503,710-1503,1503,1503,3,57,2,1,.8,.81542552,.87894738,0,.39441913,.16842106,1,1,.015425515,.07894738,.39441913,.16842106,1,3,.28540021,.44406632,.3826693,.56958658
710,1504,710-1504,1503,1503,3,57,2,1,.8,.50609195,.47777778,0,.46630952,.34736842,.2,0,.29390806,.32222223,.46630952,.34736842,0,0,.17687859,.37121338,.12359402,.44012159
710,1505,710-1505,1503,1503,3,57,2,1,.8,.14420828,.14444444,0,.48329145,.5266667,0,0,.6557917,.65555555,.48329145,.5266667,0,0,.025695931,.2021161,.026849721,.22977649
710,1506,710-1506,1503,1503,3,57,2,1,.8,.38854042,.43125001,0,.60604191,.67500001,0,0,.41145959,.36875001,.60604191,.67500001,0,0,.039238941,.2456848,.034840859,.28003421
710,1507,710-1507,1503,1503,3,57,2,1,.8,.78887701,.90526313,0,.38956836,.19473684,.40000001,0,.011122989,.10526313,.38956836,.19473684,0,0,.047948893,.3022857,.021454666,.2821264
714,1501,714-1501,1501,1501,1,68,2,3,0,.31963715,.32105261,0,.55755055,.67894733,1,1,.31963715,.32105261,.55755055,.67894733,1,1,.2059081,.31236133,.25368655,.36362982
714,1502,714-1502,1501,1501,1,68,2,3,0,.73667377,.69473684,0,.45579195,.48947367,0,0,.73667377,.69473684,.45579195,.48947367,0,0,.038031988,.22911215,.036020417,.21396376
714,1503,714-1503,1501,1501,1,68,2,3,0,.81542552,.87894738,0,.39441913,.16842106,0,0,.81542552,.87894738,.39441913,.16842106,0,0,.30314618,.44877484,.23367842,.38416553
714,1504,714-1504,1501,1501,1,68,2,3,0,.50609195,.47777778,0,.46630952,.34736842,0,0,.50609195,.47777778,.46630952,.34736842,0,0,.17831625,.3402257,.1679464,.3133617
714,1505,714-1505,1501,1501,1,68,2,3,0,.14420828,.14444444,0,.48329145,.5266667,.80000001,0,.14420828,.14444444,.48329145,.5266667,0,0,.02991326,.17405018,.019537937,.2326272
714,1506,714-1506,1501,1501,1,68,2,3,0,.38854042,.43125001,0,.60604191,.67500001,0,0,.38854042,.43125001,.60604191,.67500001,0,0,.030235918,.2087301,.055289742,.27892986
714,1507,714-1507,1501,1501,1,68,2,3,0,.78887701,.90526313,0,.38956836,.19473684,0,0,.78887701,.90526313,.38956836,.19473684,0,0,.053130906,.30112344,.069933243,.27985027
735,1501,735-1501,0,1504,2,71,2,3,.5,.31963715,.32105261,.3,.55755055,.67894733,.1,0,.18036285,.17894739,.25755054,.37894732,0,0,.21064045,.30829278,.26126722,.36317039
735,1502,735-1502,0,1504,2,71,2,3,.5,.73667377,.69473684,.3,.45579195,.48947367,.1,0,.23667377,.19473684,.15579195,.18947367,0,0,.037067212,.22401796,.034534786,.2083803
735,1503,735-1503,0,1504,2,71,2,3,.5,.81542552,.87894738,.3,.39441913,.16842106,.2,0,.31542552,.37894738,.094419137,.13157894,0,0,.30809286,.450059,.23542289,.38258415
735,1504,735-1504,0,1504,2,71,2,3,.5,.50609195,.47777778,.3,.46630952,.34736842,.89999998,0,.0060919523,.022222221,.16630952,.047368418,1,2,.17870992,.3317745,.16752516,.30341208
735,1505,735-1505,0,1504,2,71,2,3,.5,.14420828,.14444444,.3,.48329145,.5266667,.1,0,.35579172,.35555556,.18329145,.2266667,0,0,.031175395,.16639583,.020366531,.2264031
735,1506,735-1506,0,1504,2,71,2,3,.5,.38854042,.43125001,.3,.60604191,.67500001,.1,0,.11145958,.068749994,.3060419,.375,0,0,.028150128,.19865155,.053278863,.27051961
735,1507,735-1507,0,1504,2,71,2,3,.5,.78887701,.90526313,.3,.38956836,.19473684,0,0,.28887701,.40526313,.089568362,.10526316,0,0,.054633502,.30080649,.072519891,.27950856
738,1501,738-1501,0,1506,1,36,2,3,.5,.31963715,.32105261,99,.55755055,.67894733,.40000001,0,.18036285,.17894739,99,99,0,0,.16031295,.35575914,.18212451,.36853021
738,1502,738-1502,0,1506,1,36,2,3,.5,.73667377,.69473684,99,.45579195,.48947367,.69999999,0,.23667377,.19473684,99,99,0,0,.049936179,.28345019,.056184486,.2735208
738,1503,738-1503,0,1506,1,36,2,3,.5,.81542552,.87894738,99,.39441913,.16842106,.60000002,0,.31542552,.37894738,99,99,0,0,.25331685,.43507728,.2156329,.40103349
738,1504,738-1504,0,1506,1,36,2,3,.5,.50609195,.47777778,99,.46630952,.34736842,.69999999,0,.0060919523,.022222221,99,99,0,0,.17415923,.43037164,.17249234,.41949093
738,1505,738-1505,0,1506,1,36,2,3,.5,.14420828,.14444444,99,.48329145,.5266667,.80000001,0,.35579172,.35555556,99,99,0,0,.019193653,.25569651,.012521319,.29901755
738,1506,738-1506,0,1506,1,36,2,3,.5,.38854042,.43125001,99,.60604191,.67500001,.60000002,0,.11145958,.068749994,99,99,1,1,.064003974,.31623468,.081627659,.36863917
738,1507,738-1507,0,1506,1,36,2,3,.5,.78887701,.90526313,99,.38956836,.19473684,.5,0,.28887701,.40526313,99,99,0,0,.039361149,.30450451,.047207981,.28349534
752,1501,752-1501,0,0,0,20,2,99,99,.31963715,.32105261,.8,.55755055,.67894733,.80000001,0,99,99,.24244945,.12105267,0,0,.14076295,.37745804,99,99
752,1502,752-1502,0,0,0,20,2,99,99,.73667377,.69473684,.8,.45579195,.48947367,.40000001,0,99,99,.34420806,.31052634,0,0,.057140816,.31061924,99,99
752,1503,752-1503,0,0,0,20,2,99,99,.81542552,.87894738,.8,.39441913,.16842106,.1,0,99,99,.40558088,.63157892,0,0,.23053026,.4282285,99,99
752,1504,752-1504,0,0,0,20,2,99,99,.50609195,.47777778,.8,.46630952,.34736842,99,0,99,99,.33369049,.45263159,0,0,.17210957,99,99,99
752,1505,752-1505,0,0,0,20,2,99,99,.14420828,.14444444,.8,.48329145,.5266667,.69999999,0,99,99,.31670856,.27333331,0,0,.015350296,.29651967,99,99
752,1506,752-1506,0,0,0,20,2,99,99,.38854042,.43125001,.8,.60604191,.67500001,1,0,99,99,.19395809,.12499999,0,0,.09195555,.36998698,99,99
752,1507,752-1507,0,0,0,20,2,99,99,.78887701,.90526313,.8,.38956836,.19473684,99,0,99,99,.41043165,.60526317,0,0,.033828821,99,99,99
763,1501,763-1501,1503,1503,2,59,2,1,.7,.31963715,.32105261,.1,.55755055,.67894733,.40000001,0,.38036284,.37894738,.45755056,.57894731,0,0,.19218589,.32456696,.13485561,.27599624
763,1502,763-1502,1503,1503,2,59,2,1,.7,.73667377,.69473684,.1,.45579195,.48947367,.40000001,0,.036673773,.0052631618,.35579196,.38947368,0,0,.04107308,.24439472,.047183178,.24254771
763,1503,763-1503,1503,1503,2,59,2,1,.7,.81542552,.87894738,.1,.39441913,.16842106,.80000001,1,.11542551,.17894737,.29441914,.068421058,1,2,.28858006,.44492242,.38420069,.56853229
763,1504,763-1504,1503,1503,2,59,2,1,.7,.50609195,.47777778,.1,.46630952,.34736842,.40000001,0,.19390805,.22222222,.36630952,.24736843,0,0,.1771393,.36557925,.12337629,.43348852
763,1505,763-1505,1503,1503,2,59,2,1,.7,.14420828,.14444444,.1,.48329145,.5266667,0,0,.55579174,.55555558,.38329145,.42666671,0,0,.026417105,.1970132,.027597904,.22562709
763,1506,763-1506,1503,1503,2,59,2,1,.7,.38854042,.43125001,.1,.60604191,.67500001,0,0,.31145957,.26874998,.50604188,.57499999,0,0,.037429761,.23896576,.033973247,.27442738
763,1507,763-1507,1503,1503,2,59,2,1,.7,.78887701,.90526313,.1,.38956836,.19473684,0,0,.088877007,.20526312,.28956836,.094736837,0,0,.048853975,.30207437,.02200887,.28189859
764,1501,764-1501,1501,1501,1,64,2,3,.4,.31963715,.32105261,.7,.55755055,.67894733,.69999999,1,.080362849,.078947388,.14244945,.02105267,1,1,.19972153,.31778604,.24380733,.36424237
764,1502,764-1502,1501,1501,1,64,2,3,.4,.73667377,.69473684,.7,.45579195,.48947367,.2,0,.33667377,.29473683,.24420805,.21052633,0,0,.03935593,.23590441,.038097207,.2214084
764,1503,764-1503,1501,1501,1,64,2,3,.4,.81542552,.87894738,.7,.39441913,.16842106,0,0,.41542551,.47894737,.30558085,.53157896,0,0,.29662105,.44706264,.23136646,.38627404
764,1504,764-1504,1501,1501,1,64,2,3,.4,.50609195,.47777778,.7,.46630952,.34736842,0,0,.10609195,.077777781,.23369049,.35263157,0,0,.1777924,.35149392,.16850936,.32662785
764,1505,764-1505,1501,1501,1,64,2,3,.4,.14420828,.14444444,.7,.48329145,.5266667,0,0,.25579172,.25555557,.21670856,.1733333,0,0,.028307226,.18425597,.018484361,.240926
764,1506,764-1506,1501,1501,1,64,2,3,.4,.38854042,.43125001,.7,.60604191,.67500001,.40000001,0,.011459583,.031250007,.093958095,.024999987,0,0,.03325104,.22216818,.058082193,.29014352
764,1507,764-1507,1501,1501,1,64,2,3,.4,.78887701,.90526313,.7,.38956836,.19473684,0,0,.388877,.50526315,.31043163,.50526315,0,0,.051188067,.3015461,.066617049,.28030592
778,1501,778-1501,1503,1503,1,54,2,1,.7,.31963715,.32105261,.3,.55755055,.67894733,.2,0,.38036284,.37894738,.25755054,.37894732,0,0,.1848689,.33134785,.12732933,.27676192
778,1502,778-1502,1503,1503,1,54,2,1,.7,.73667377,.69473684,.3,.45579195,.48947367,.5,0,.036673773,.0052631618,.15579195,.18947367,0,0,.042861808,.25288504,.050564371,.2518535
778,1503,778-1503,1503,1503,1,54,2,1,.7,.81542552,.87894738,.3,.39441913,.16842106,.80000001,1,.11542551,.17894737,.094419137,.13157894,1,1,.28067008,.44278216,.38037655,.57116795
778,1504,778-1504,1503,1503,1,54,2,1,.7,.50609195,.47777778,.3,.46630952,.34736842,.40000001,0,.19390805,.22222222,.16630952,.047368418,0,0,.17648807,.37966454,.12392124,.45007122
778,1505,778-1505,1503,1503,1,54,2,1,.7,.14420828,.14444444,.3,.48329145,.5266667,.1,0,.55579174,.55555558,.18329145,.2266667,0,0,.024649987,.20977044,.025764303,.23600058
778,1506,778-1506,1503,1503,1,54,2,1,.7,.38854042,.43125001,.3,.60604191,.67500001,.2,0,.31145957,.26874998,.3060419,.375,0,0,.042110756,.25576335,.036182441,.28844446
778,1507,778-1507,1503,1503,1,54,2,1,.7,.78887701,.90526313,.3,.38956836,.19473684,.69999999,0,.088877007,.20526312,.089568362,.10526316,0,0,.04662108,.30260265,.020648867,.28246811
779,1501,779-1501,1507,1507,2,25,2,3,1,.31963715,.32105261,.5,.55755055,.67894733,0,0,.68036282,.67894739,.05755055,.17894733,0,0,.14664833,.37067711,.16145842,.37021473
779,1502,779-1502,1507,1507,2,25,2,3,1,.73667377,.69473684,.5,.45579195,.48947367,.5,0,.26332623,.30526316,.04420805,.010526329,0,0,.054790299,.30212891,.065301582,.2939935
779,1503,779-1503,1507,1507,2,25,2,3,1,.81542552,.87894738,.5,.39441913,.16842106,1,0,.18457448,.12105262,.10558087,.33157894,0,0,.23749372,.43036875,.20966808,.40683186
779,1504,779-1504,1507,1507,2,25,2,3,1,.50609195,.47777778,.5,.46630952,.34736842,0,0,.49390805,.52222222,.033690482,.15263158,0,0,.17274803,.46135932,.17407735,.45597285
779,1505,779-1505,1507,1507,2,25,2,3,1,.14420828,.14444444,.5,.48329145,.5266667,0,0,.85579169,.85555553,.016708553,.026666701,0,0,.016461985,.28376243,.010738571,.32183921
779,1506,779-1506,1507,1507,2,25,2,3,1,.38854042,.43125001,.5,.60604191,.67500001,0,0,.61145961,.56875002,.10604191,.17500001,0,0,.082209378,.35318938,.093062967,.39947677
779,1507,779-1507,1507,1507,2,25,2,3,1,.78887701,.90526313,.5,.38956836,.19473684,1,1,.21112299,.094736874,.11043164,.30526316,1,2,.035471827,.30566674,.041161548,.28474832
794,1501,794-1501,0,1506,2,44,2,3,1,.31963715,.32105261,0,.55755055,.67894733,1,0,.68036282,.67894739,.55755055,.67894733,0,0,.17088495,.34490967,.19840768,.36730513
794,1502,794-1502,0,1506,2,44,2,3,1,.73667377,.69473684,0,.45579195,.48947367,.80000001,0,.26332623,.30526316,.45579195,.48947367,0,0,.046664823,.26986569,.050320424,.25863153
794,1503,794-1503,0,1506,2,44,2,3,1,.81542552,.87894738,0,.39441913,.16842106,.69999999,0,.18457448,.12105262,.39441913,.16842106,0,0,.26525342,.43850169,.22004764,.39681652
794,1504,794-1504,0,1506,2,44,2,3,1,.50609195,.47777778,0,.46630952,.34736842,1,0,.49390805,.52222222,.46630952,.34736842,0,0,.17519127,.40783516,.1713468,.39295864
794,1505,794-1505,0,1506,2,44,2,3,1,.14420828,.14444444,0,.48329145,.5266667,.30000001,0,.85579169,.85555553,.48329145,.5266667,0,0,.021454824,.23528492,.013998494,.28241995
794,1506,794-1506,0,1506,2,44,2,3,1,.38854042,.43125001,0,.60604191,.67500001,.40000001,0,.61145961,.56875002,.60604191,.67500001,1,2,.053201225,.28935853,.074131012,.34621185
794,1507,794-1507,0,1506,2,44,2,3,1,.78887701,.90526313,0,.38956836,.19473684,.5,0,.21112299,.094736874,.38956836,.19473684,0,0,.042443335,.30365923,.05212618,.28258407
807,1501,807-1501,0,1504,2,18,2,99,.7,.31963715,.32105261,.7,.55755055,.67894733,.60000002,0,.38036284,.37894738,.14244945,.02105267,0,0,.13846467,.3801704,99,99
807,1502,807-1502,0,1504,2,18,2,99,.7,.73667377,.69473684,.7,.45579195,.48947367,.60000002,0,.036673773,.0052631618,.24420805,.21052633,0,0,.058107294,.31401536,99,99
807,1503,807-1503,0,1504,2,18,2,99,.7,.81542552,.87894738,.7,.39441913,.16842106,.69999999,0,.11542551,.17894737,.30558085,.53157896,0,0,.22778524,.4273724,99,99
807,1504,807-1504,0,1504,2,18,2,99,.7,.50609195,.47777778,.7,.46630952,.34736842,.80000001,0,.19390805,.22222222,.23369049,.35263157,1,2,.17185472,.48107874,99,99
807,1505,807-1505,0,1504,2,18,2,99,.7,.14420828,.14444444,.7,.48329145,.5266667,0,0,.55579174,.55555558,.21670856,.1733333,0,0,.01492661,.30162257,99,99
807,1506,807-1506,0,1504,2,18,2,99,.7,.38854042,.43125001,.7,.60604191,.67500001,.5,0,.31145957,.26874998,.093958095,.024999987,0,0,.096137024,.376706,99,99
807,1507,807-1507,0,1504,2,18,2,99,.7,.78887701,.90526313,.7,.38956836,.19473684,.40000001,0,.088877007,.20526312,.31043163,.50526315,0,0,.033192385,.30640635,99,99
815,1501,815-1501,1503,1507,2,28,2,99,.9,.31963715,.32105261,.7,.55755055,.67894733,.2,0,.58036286,.57894737,.14244945,.02105267,0,0,.15027645,.36660859,99,99
815,1502,815-1502,1503,1507,2,28,2,99,.9,.73667377,.69473684,.7,.45579195,.48947367,.69999999,0,.16332623,.20526317,.24420805,.21052633,0,0,.053424016,.29703471,99,99
815,1503,815-1503,1503,1507,2,28,2,99,.9,.81542552,.87894738,.7,.39441913,.16842106,1,1,.084574483,.021052623,.30558085,.53157896,0,0,.24174072,.43165287,99,99
815,1504,815-1504,1503,1507,2,28,2,99,.9,.50609195,.47777778,.7,.46630952,.34736842,.2,0,.39390805,.42222223,.23369049,.35263157,0,0,.173132,.45290813,99,99
